timestamp,ax,ay,az,gx,gy,gz
0,-0.0216933831104,0.230597111815,9.81798925704,-0.000889034017989,-0.00109344174686,0.349186223443
0.01,-0.000742004598016,0.238003397721,9.81040128767,-0.000158770629064,0.000830839868112,0.349618912848
0.02,-0.0197880255102,0.277222392459,9.83151033021,-0.000204138548172,0.000569271796605,0.349163455731
0.03,0.0242209235236,0.235998619343,9.82290110029,0.000883571132048,-0.000548686383153,0.350489459514
0.04,0.014127395349,0.243348012493,9.78479556222,-0.000365983094668,0.0023966666209,0.350421301879
0.05,-0.0311421131116,0.210700652913,9.80179000545,-0.00014120654923,0.000467970522652,0.348119694165
0.06,-0.00425959056212,0.253253211741,9.77831238253,-0.00101673615327,-0.00129552701115,0.35007589259
0.07,-0.0386209630629,0.26124653758,9.78507070143,0.00236507211949,-0.00096412356037,0.351701038526
0.08,-0.00623433829604,0.274032603934,9.82757457827,-1.44528064379e-05,0.000620342705594,0.349023934587
0.09,0.0225287233067,0.24833344814,9.83139706314,0.000420347150087,-0.00113348479017,0.349834303382
0.1,0.0249431163535,0.270331043926,9.83471451512,0.00129482743701,-0.00042285778132,0.352007937873
0.11,0.00237662272096,0.235440764273,9.83657198006,2.11685848177e-05,5.9549622059e-05,0.351102543971
0.12,-0.00204392516804,0.225385121129,9.83868053617,-0.000234402285614,0.000291102129817,0.349212288187
0.13,-0.00019960094857,0.214136706214,9.78236112075,-0.000893848280831,-0.000530947963445,0.349355045956
0.14,-0.00662851465098,0.267311588165,9.83403473108,-0.000498912110241,-0.00337508755473,0.34996015245
0.15,0.0118007464904,0.277480610074,9.81168854141,0.000686017952683,-0.00118088592776,0.349603407784
0.16,0.0248446284892,0.237359259874,9.81697019986,0.00128160419645,0.000331754435364,0.349751718786
0.17,-0.0252378606637,0.269757141793,9.76437796694,0.00139460270838,-6.48758696014e-05,0.348476934289
0.18,0.0541740059284,0.269214023476,9.80818857579,1.94722459406e-05,0.000345734413568,0.351398412157
0.19,-0.034484832994,0.25098009959,9.78645182756,0.0014679056765,-0.00014107910081,0.350578538239
0.2,-0.019745926457,0.270856171329,9.79507671084,0.000116418951178,0.00131718011426,0.350358327748
0.21,-0.0455216820267,0.249224453716,9.76904260912,0.000939022917475,-0.000896352816435,0.350149158196
0.22,0.00824062962074,0.245890368656,9.79878634184,-0.000275639553661,-0.000420967139057,0.351214904654
0.23,-0.00418746835707,0.265656963732,9.80421717964,-0.000671418202642,0.00192872099369,0.347934413379
0.24,0.0136274390166,0.22485763815,9.79294636506,-0.000920837764379,0.000568644107428,0.350125145647
0.25,0.0232180523622,0.288703324549,9.81283964991,-0.0014113499646,0.00177098555536,0.350687906757
0.26,0.0274036653706,0.234149681049,9.78095780244,0.000296166968949,-0.000379761657174,0.350654000798
0.27,-0.00237778914656,0.218958577779,9.81309776477,-0.000525138045989,0.00303938839475,0.350940979703
0.28,0.0329356288128,0.23813409964,9.82895096063,-0.00146352869448,0.000673542751925,0.34954053599
0.29,-0.00571716874211,0.263367652191,9.7907079627,-0.000381863757566,-0.000499050214214,0.350491531767
0.3,0.0382413469659,0.234267830441,9.78818822322,0.00204528785701,-1.77914128299e-05,0.351468843716
0.31,0.0319942237205,0.206588267979,9.80626516049,0.000347044739591,-5.12222742363e-05,0.349872068293
0.32,0.000773030597226,0.250446193915,9.78911147634,0.000848108219549,-0.00139776182398,0.349679704077
0.33,0.029621906099,0.226471602821,9.79694601355,0.000546750648632,0.000385117015523,0.351763650637
0.34,0.00272805282235,0.279718168098,9.79717422324,0.00118331523023,0.00183023628028,0.350812980478
0.35,0.00250773955623,0.236782904775,9.78779449459,-0.000970036964173,-0.00164280001188,0.351186949683
0.36,0.0204639933316,0.285339336602,9.84573269054,-0.0011628669215,0.000425247053942,0.348907201924
0.37,-0.0127166895487,0.261647985833,9.81408524094,0.00188010623104,-0.000618700775771,0.349338982634
0.38,-0.00281660680023,0.259062354905,9.785963762,0.00112151552504,0.000974936856573,0.34965393211
0.39,0.020336275614,0.225895990802,9.79122453533,0.000561853993275,0.000616202157755,0.349026974763
0.4,-0.0119191422175,0.248791815017,9.80579971638,-0.00102944774882,0.000774393586735,0.350084187234
0.41,0.0157919875083,0.258731157359,9.75507699444,0.000307629581987,0.000554533379596,0.350374768167
0.42,-0.0131063944709,0.251575852062,9.802640849,-0.000136187915794,-0.00126939687898,0.349385421366
0.43,-0.0417338944789,0.233237422837,9.80729463892,-0.00149642597886,0.00176812798005,0.34924383956
0.44,-0.0448868536885,0.255619515218,9.81676794204,0.000508535884524,-0.00110071074242,0.350367011517
0.45,-0.0142042011137,0.204708292084,9.84035789989,0.000223679321574,0.000644925905881,0.351212039935
0.46,-0.0238860052151,0.190856143902,9.81140667602,0.00118302061822,0.000825704097163,0.349780073634
0.47,-0.011077797377,0.25457640908,9.82316411904,0.000366958533734,0.00108371716378,0.350030701195
0.48,-0.0015713793944,0.263787887789,9.77922957503,-9.21615909555e-05,-0.000692918025405,0.350562230718
0.49,0.0166125343115,0.260650128225,9.7724605966,-9.63103256922e-05,0.00112611225013,0.349835443125
0.5,-0.00110563211894,0.20871664982,9.82977976307,0.00038629682978,-8.82878085945e-05,0.350746163347
0.51,-0.00438977853949,0.229902444096,9.80632768125,0.000490519324406,-0.000191143199903,0.349991265899
