timestamp,x,y,z,qx,qy,qz,qw
0,8,4,1.2,0,0,0.707106781187,0.707106781187
0.1,7.99877512505,4.06998570921,1.2,0,0,0.719372245296,0.694624771152
0.2,7.99510200051,4.13988569468,1.2,0,0,0.731417407278,0.68193003771
0.3,7.9889851255,4.20961433766,1.2,0,0,0.743238578395,0.669026468524
0.4,7.98043199243,4.27908622929,1.2,0,0,0.754832138506,0.655918015211
0.5,7.96945307781,4.34821627519,1.2,0,0,0.766194537175,0.642608692132
0.6,7.95606182945,4.41691979969,1.2,0,0,0.777322294755,0.629102575163
0.7,7.94027464995,4.48511264958,1.2,0,0,0.788212003457,0.615403800448
0.8,7.92211087662,4.55271129713,1.2,0,0,0.798860328394,0.601516563129
0.9,7.90159275783,4.61963294246,1.2,0,0,0.809264008599,0.587445116063
1,7.87874542569,4.68579561491,1.2,0,0,0.819419858026,0.573193768522
1.1,7.85359686535,4.7511182735,1.2,0,0,0.829324766526,0.558766884869
1.2,7.82617788062,4.81552090612,1.2,0,0,0.838975700798,0.544168883225
1.3,7.79652205636,4.87892462761,1.2,0,0,0.848369705319,0.529404234113
1.4,7.76466571722,4.94125177634,1.2,0,0,0.857503903248,0.514477459093
1.5,7.73064788325,5.00242600935,1.2,0,0,0.866375497309,0.499393129371
1.6,7.69451022203,5.06237239584,1.2,0,0,0.874981770645,0.484155864407
1.7,7.65629699768,5.121017509,1.2,0,0,0.883320087652,0.468770330493
1.8,7.61605501662,5.17828951588,1.2,0,0,0.891387894786,0.453241239329
1.9,7.57383357026,5.23411826546,1.2,0,0,0.899182721344,0.437573346579
2,7.52968437457,5.28843537448,1.2,0,0,0.906702180222,0.42177145041
2.1,7.4836615068,5.34117431128,1.2,0,0,0.913943968643,0.405840390032
2.2,7.43582133922,5.39227047725,1.2,0,0,0.920905868867,0.389785044206
2.3,7.38622247004,5.441661286,1.2,0,0,0.927585748866,0.373610329756
2.4,7.33492565168,5.48928623994,1.2,0,0,0.933981562979,0.357321200063
2.5,7.28199371633,5.53508700447,1.2,0,0,0.940091352539,0.340922643545
2.6,7.22749149898,5.57900747938,1.2,0,0,0.945913246469,0.324419682133
2.7,7.17148575804,5.62099386758,1.2,0,0,0.95144546186,0.307817369728
2.8,7.11404509353,5.66099474098,1.2,0,0,0.956686304515,0.291120790659
2.9,7.0552398631,5.69896110354,1.2,0,0,0.961634169466,0.274335058124
3,6.99514209578,5.73484645119,1.2,0,0,0.966287541468,0.257465312621
3.1,6.93382540384,5.76860682887,1.2,0,0,0.970644995464,0.240516720378
3.2,6.87136489255,5.80020088435,1.2,0,0,0.974705197015,0.22349447177
3.3,6.80783706823,5.82958991886,1.2,0,0,0.978466902718,0.206403779726
3.4,6.74331974452,5.8567379345,1.2,0,0,0.981928960579,0.189249878138
3.5,6.67789194707,5.88161167835,1.2,0,0,0.985090310371,0.172038020254
3.6,6.61163381676,5.90418068318,1.2,0,0,0.987949983954,0.154773477071
3.7,6.5446265115,5.92441730479,1.2,0,0,0.990507105576,0.13746153572
3.8,6.47695210687,5.94229675584,1.2,0,0,0.992760892139,0.120107497849
3.9,6.40869349555,5.95779713625,1.2,0,0,0.994710653437,0.102716677994
4,6.3399342858,5.97089945998,1.2,0,0,0.996355792372,0.0852944019603
4.1,6.27075869906,5.98158767832,1.2,0,0,0.997695805133,0.0678460051823
4.2,6.20125146677,5.98984869956,1.2,0,0,0.998730281352,0.0503768310954
4.3,6.13149772661,5.99567240495,1.2,0,0,0.999458904227,0.0328922294977
4.4,6.06158291816,5.99905166121,1.2,0,0,0.999881450624,0.0153975549118
4.5,5.99159267835,5.99998232916,1.2,0,0,0.999997791142,-0.002101835055
4.6,5.92161273645,5.99846326884,1.2,0,0,0.999807890152,-0.0196005813512
4.7,5.85172880915,5.99449634093,1.2,0,0,0.99931180581,-0.0370933251225
4.8,5.78202649552,5.9880864044,1.2,0,0,0.998509690038,-0.054574709353
4.9,5.71259117217,5.97924131063,1.2,0,0,0.997401788477,-0.0720393805052
5,5.6435078887,5.96797189375,1.2,0,0,0.995988440413,-0.0894819901602
5.1,5.57486126349,5.95429195739,1.2,0,0,0.994270078674,-0.106897196655
5.2,5.50673538006,5.93821825776,1.2,0,0,0.992247229495,-0.124279666719
5.3,5.43921368412,5.91977048314,1.2,0,0,0.989920512356,-0.141624077106
5.4,5.37237888128,5.89897122973,1.2,0,0,0.987290639798,-0.158925116227
5.5,5.30631283584,5.87584597403,1.2,0,0,0.984358417197,-0.176177485773
5.6,5.24109647042,5.85042304158,1.2,0,0,0.981124742525,-0.19337590234
5.7,5.17680966694,5.82273357229,1.2,0,0,0.977590606068,-0.210515099049
5.8,5.11353116867,5.7928114823,1.2,0,0,0.973757090129,-0.227589827155
5.9,5.05133848387,5.76069342244,1.2,0,0,0.969625368691,-0.244594857654
6,4.9903077908,5.7264187333,1.2,0,0,0.965196707063,-0.26152498289
6.1,4.93051384443,5.69002939709,1.2,0,0,0.960472461486,-0.278375018144
6.2,4.87202988486,5.65156998621,1.2,0,0,0.955454078725,-0.295139803224
6.3,4.81492754764,5.61108760862,1.2,0,0,0.95014309562,-0.311814204046
6.4,4.75927677597,5.56863185017,1.2,0,0,0.944541138618,-0.328393114206
6.5,4.70514573511,5.52425471385,1.2,0,0,0.938649923275,-0.344871456541
6.6,4.65260072881,5.47801055612,1.2,0,0,0.932471253728,-0.361244184687
6.7,4.60170611813,5.42995602027,1.2,0,0,0.926007022148,-0.377506284626
6.8,4.55252424259,5.38014996711,1.2,0,0,0.919259208155,-0.393652776215
6.9,4.50511534386,5.32865340283,1.2,0,0,0.912229878214,-0.409678714718
7,4.45953749191,5.27552940427,1.2,0,0,0.904921185003,-0.425579192316
7.1,4.41584651389,5.22084304169,1.2,0,0,0.897335366751,-0.441349339614
7.2,4.3740959258,5.16466129905,1.2,0,0,0.889474746557,-0.456984327125
7.3,4.33433686689,5.10705299195,1.2,0,0,0.881341731673,-0.472479366758
7.4,4.29661803703,5.04808868337,1.2,0,0,0.872938812772,-0.487829713277
7.5,4.26098563707,4.98784059722,1.2,0,0,-0.864268563182,0.50303066576
7.6,4.22748331225,4.92638252986,1.2,0,0,-0.8553336381,0.518077569033
7.7,4.19615209872,4.86378975974,1.2,0,0,-0.846136773776,0.532965815099
7.8,4.1670303733,4.80013895518,1.2,0,0,-0.836680786678,0.54769084455
7.9,4.14015380647,4.73550808046,1.2,0,0,-0.826968572629,0.56224814796
8,4.11555531866,4.66997630031,1.2,0,0,-0.817003105917,0.57663326727
